Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Course,Fathers_occupation,Previous_qualification_grade,Curricular_units_1st_sem_grade,Admission_grade,Target
6,11.55555556,9670,5,134.0,13.75,125.3,Graduate
4,11.25,9254,1,133.1,10.66666667,97.0,Enrolled
2,13.15,9556,6,110.0,0.0,140.0,Dropout
5,15.4,9991,9,130.0,13.83333333,124.0,Graduate
0,0.0,9003,134,140.0,0.0,140.0,Enrolled
5,16.8,9991,103,150.0,15.8,127.0,Graduate
12,12.52608696,9500,0,100.0,12.52608696,110.0,Graduate
0,0.0,9500,8,133.1,12.78333333,170.0,Dropout
1,10.0,9991,7,120.0,0.0,120.0,Dropout
3,10.66666667,9085,9,133.1,13.0,130.0,Graduate
0,0.0,9003,9,130.0,0.0,130.0,Dropout
3,12.0,9119,192,126.0,10.8,122.5,Enrolled
3,10.0,9147,8,130.0,11.0,115.7,Enrolled
0,0.0,9119,90,140.0,0.0,120.0,Dropout
0,0.0,9119,9,140.0,0.0,166.0,Enrolled
0,0.0,9773,8,145.0,12.0,132.8,Dropout
2,11.0,9147,7,133.1,10.75,100.0,Dropout
4,13.5,9147,10,127.0,11.6,121.8,Graduate
4,11.6,9147,4,114.0,11.8,109.5,Graduate
6,15.16666667,9003,4,140.0,16.0,138.3,Graduate
6,11.5,9773,3,140.0,12.66666667,131.6,Graduate
6,13.5,9500,123,120.0,14.4,125.3,Enrolled
0,0.0,9254,1,133.1,0.0,101.5,Dropout
4,13.4,9670,171,115.0,12.25,109.1,Enrolled
8,12.75,9070,7,123.9,12.6,123.9,Dropout
7,13.4,9500,9,157.0,13.4,143.0,Graduate
0,0.0,171,3,127.0,0.0,126.3,Dropout
0,0.0,9003,2,120.0,10.0,113.3,Dropout
0,0.0,9119,3,130.0,0.0,119.9,Dropout
4,11.2,9003,9,140.0,11.25,140.0,Dropout
0,0.0,9670,4,109.0,0.0,108.0,Enrolled
1,14.0,9147,1,143.0,10.66666667,100.0,Dropout
5,13.4,9130,2,125.0,11.75,132.4,Graduate
0,0.0,9147,5,136.0,0.0,137.1,Dropout
6,14.125,9070,6,157.0,12.66666667,138.1,Graduate
7,12.04285714,9556,2,160.0,11.95,130.0,Enrolled
6,15.66666667,9254,6,116.0,14.0,109.7,Graduate
0,0.0,8014,6,113.0,0.0,128.2,Dropout
0,0.0,9147,9,130.0,11.5,117.8,Dropout
5,12.8,9130,4,150.0,12.0,150.0,Graduate
6,16.66666667,9085,5,110.0,16.42857143,160.0,Dropout
7,13.20714286,9500,9,101.0,13.336,104.5,Graduate
0,0.0,9556,9,110.0,0.0,112.8,Enrolled
6,14.0,9670,4,133.1,14.66666667,100.0,Graduate
7,14.11571429,9500,4,138.0,14.11571429,132.5,Graduate
6,13.11111111,9085,4,138.0,14.85714286,123.3,Graduate
6,13.71428571,9085,8,141.0,13.83333333,128.9,Graduate
4,11.75,9147,2,129.0,11.0,128.3,Enrolled
3,13.66666667,9085,5,127.0,11.75,100.0,Enrolled
2,12.0,9147,3,133.0,10.0,120.1,Dropout
6,12.415,9500,7,100.0,12.415,160.0,Graduate
2,10.5,9130,2,138.0,11.0,123.0,Enrolled
6,13.42857143,9085,9,150.0,14.42857143,150.0,Graduate
7,14.31285714,9500,7,129.0,14.31285714,124.0,Graduate
5,14.5,9085,9,130.0,15.42857143,120.0,Enrolled
5,13.4,9130,8,133.0,12.0,120.4,Graduate
6,13.71428571,9238,5,133.0,13.83333333,131.6,Graduate
6,12.14285714,9238,10,107.0,12.16666667,104.2,Graduate
7,14.01428571,9500,4,131.0,14.01428571,122.0,Enrolled
3,13.33333333,9238,10,118.0,10.33333333,110.7,Enrolled
5,13.6,9773,10,136.0,13.2,121.7,Graduate
6,15.4,9500,9,125.0,15.4,126.0,Graduate
8,15.925,9500,9,137.0,13.38571429,128.4,Graduate
4,11.0,9130,4,144.0,10.85714286,134.9,Dropout
5,12.0,9147,6,146.0,11.33333333,143.9,Graduate
5,13.6,9085,9,145.0,14.5,145.0,Graduate
6,12.375,9070,9,126.0,14.16666667,132.0,Graduate
6,12.0,8014,0,141.0,12.83333333,136.1,Graduate
6,14.5,9238,4,141.0,13.33333333,138.9,Graduate
6,14.57142857,9238,3,133.1,13.66666667,102.0,Graduate
5,11.0,9254,7,133.1,10.83333333,123.0,Dropout
6,13.14285714,9853,8,127.0,13.42857143,137.5,Graduate
6,11.80833333,9500,163,106.0,12.40142857,102.2,Enrolled
0,0.0,9003,6,130.0,0.0,105.3,Dropout
0,0.0,9991,9,110.0,0.0,130.0,Dropout
5,11.6,9991,7,150.0,11.5,122.5,Dropout
0,0.0,9119,7,160.0,0.0,112.0,Dropout
6,13.5,9670,5,170.0,14.14285714,110.0,Graduate
0,0.0,8014,8,133.1,0.0,149.5,Dropout
10,12.8,9991,7,120.0,13.8,141.0,Graduate
5,13.6,9991,7,130.0,13.6,130.0,Dropout
9,11.88888889,9238,5,130.0,11.73333333,130.0,Graduate
1,10.0,9147,9,120.0,10.0,104.0,Dropout
0,0.0,9085,2,110.0,0.0,110.0,Dropout
0,0.0,9003,5,120.0,0.0,120.0,Enrolled
4,12.0,9003,6,130.0,10.8,130.0,Enrolled
7,13.30625,9500,7,150.0,13.04666667,127.0,Dropout
6,10.83333333,8014,5,120.0,11.0,100.0,Enrolled
3,11.66666667,8014,5,100.0,12.33333333,111.0,Enrolled
7,13.28571429,8014,90,133.1,11.8,130.0,Graduate
3,11.25,9991,9,130.0,11.0,130.1,Enrolled
8,13.11,9500,4,145.0,13.11,127.5,Graduate
7,14.41428571,9500,7,130.0,14.41428571,130.0,Graduate
0,0.0,8014,90,115.0,0.0,115.0,Dropout
5,12.2,9147,10,124.0,12.33333333,126.8,Graduate
1,10.0,9500,8,124.0,0.0,116.7,Dropout
8,13.3125,9556,7,134.0,14.1,128.5,Graduate
8,13.045,9500,9,137.0,13.045,127.5,Graduate
5,12.858,9500,8,124.0,12.858,117.5,Enrolled
8,14.2525,9500,4,136.0,14.2525,148.8,Graduate
7,11.24285714,9500,10,126.0,14.06,120.2,Enrolled
7,15.07571429,9500,5,142.0,15.07571429,127.3,Graduate
0,0.0,171,9,141.0,0.0,136.1,Enrolled
5,12.6,9670,5,129.0,13.75,122.4,Enrolled
12,13.21428571,9003,9,130.0,13.15,130.0,Graduate
5,11.8,9238,7,136.0,12.33333333,121.7,Graduate
8,13.12222222,9500,7,137.0,13.77857143,122.7,Graduate
1,11.0,9853,9,125.0,10.33333333,129.2,Dropout
2,11.0,9773,5,119.0,11.33333333,105.0,Enrolled
6,12.66666667,9238,7,132.0,13.2,129.9,Enrolled
6,12.375,9070,7,152.0,13.57142857,136.3,Graduate
7,13.42857143,8014,7,125.0,12.75,114.9,Graduate
1,12.0,9773,4,133.1,13.0,102.0,Dropout
4,11.0,9670,7,120.0,11.33333333,111.3,Enrolled
0,0.0,9670,7,148.0,0.0,130.9,Dropout
0,0.0,171,7,133.1,0.0,100.0,Dropout
1,11.0,9147,7,115.0,12.5,112.9,Dropout
6,14.14285714,9085,3,120.0,14.85714286,112.7,Graduate
7,11.57142857,8014,7,133.1,12.0,143.0,Graduate
0,0.0,171,8,168.0,0.0,155.1,Graduate
0,0.0,9991,9,130.0,0.0,127.6,Enrolled
8,12.6875,9500,3,133.1,12.82857143,146.6,Graduate
0,0.0,9500,9,137.0,0.0,141.0,Dropout
5,14.0,9670,7,123.0,13.33333333,120.6,Graduate
14,13.07285714,9500,3,150.0,13.07285714,110.0,Graduate
3,11.0,9119,7,120.0,12.0,108.6,Dropout
6,16.0,9254,8,145.0,15.5,134.9,Graduate
0,0.0,9130,4,120.0,0.0,120.0,Dropout
6,15.16666667,9773,7,142.0,14.71428571,141.3,Graduate
6,15.33333333,9085,1,147.0,16.71428571,135.6,Graduate
6,11.66666667,9238,9,125.0,10.85714286,121.5,Graduate
6,12.41666667,9500,9,126.0,11.65833333,125.0,Graduate
6,12.0,9773,7,132.0,11.6,119.1,Graduate
6,14.14285714,9670,7,122.0,14.625,126.6,Enrolled
6,12.66666667,9773,9,123.0,12.16666667,116.7,Graduate
6,12.11666667,9500,181,126.0,13.375,120.1,Enrolled
6,12.83333333,9853,9,128.0,12.5,124.9,Graduate
5,12.56,9500,90,100.0,12.56,114.0,Dropout
8,14.23125,9500,3,140.0,13.19,131.1,Graduate
4,11.25,9238,9,145.0,11.0,129.3,Graduate
0,0.0,171,10,143.0,0.0,129.7,Graduate
6,11.71428571,9238,5,132.0,11.6,120.8,Graduate
6,14.26666667,9500,6,130.0,14.26666667,135.0,Graduate
4,13.85714286,9147,7,129.0,11.0,117.8,Enrolled
7,12.42857143,8014,0,124.4,12.66666667,130.0,Graduate
3,11.0,9773,5,127.0,0.0,117.6,Enrolled
7,12.77142857,9500,6,144.0,12.77142857,130.8,Graduate
0,0.0,9085,3,121.0,0.0,111.9,Dropout
6,13.57142857,9238,9,150.0,15.5,145.9,Graduate
5,14.6,9670,4,115.0,13.28571429,109.1,Enrolled
5,13.7,9500,8,125.0,11.71666667,120.3,Enrolled
4,13.75,9130,4,117.0,11.33333333,113.5,Dropout
5,13.4,9670,7,121.0,13.33333333,135.4,Graduate
2,10.0,9991,6,140.0,12.33333333,130.2,Graduate
6,12.83333333,9070,2,129.0,12.33333333,136.4,Enrolled
0,0.0,171,9,130.0,0.0,126.9,Dropout
4,11.6,9147,10,131.0,12.6,119.8,Graduate
4,11.0,9147,7,137.0,12.6,124.4,Enrolled
6,12.83333333,9003,2,150.0,14.33333333,120.0,Enrolled
2,11.0,9670,9,117.0,12.0,111.8,Enrolled
5,13.6,9085,7,133.1,14.85714286,130.0,Graduate
11,13.18181818,9147,10,130.0,11.91666667,138.0,Graduate
0,0.0,9991,0,110.0,0.0,114.6,Dropout
5,12.2,9147,8,140.0,13.33333333,108.0,Enrolled
0,0.0,9991,5,140.0,0.0,140.0,Dropout
6,15.5,9085,9,148.0,17.0,134.7,Graduate
2,11.33333333,9085,6,130.0,11.66666667,110.0,Enrolled
13,11.38461538,9003,6,140.0,12.21052632,104.8,Graduate
5,12.85714286,9070,5,160.0,13.0,126.5,Graduate
0,0.0,9991,9,130.0,0.0,118.1,Dropout
3,11.0,9991,9,120.0,10.5,119.9,Enrolled
6,12.71428571,9003,6,160.0,13.57142857,160.0,Graduate
0,0.0,9556,99,133.1,14.0,100.5,Dropout
0,0.0,9773,6,133.1,0.0,110.0,Dropout
10,11.1,9147,9,100.0,12.46153846,100.0,Dropout
5,13.0,9085,2,140.0,14.4,140.0,Graduate
0,0.0,9773,4,109.0,0.0,109.0,Dropout
6,14.16666667,9773,5,130.0,14.33333333,120.9,Graduate
11,10.72727273,9003,144,130.0,11.90909091,125.8,Graduate
6,14.375,9070,3,164.0,13.71428571,161.2,Graduate
0,0.0,9500,10,125.0,0.0,122.0,Dropout
7,12.2375,9500,9,137.0,13.46,127.9,Dropout
6,13.33333333,9773,3,133.0,15.0,135.8,Graduate
0,0.0,171,3,163.0,0.0,149.7,Dropout
5,12.8,9670,4,160.0,13.4,137.3,Graduate
4,12.5,8014,0,133.1,13.0,106.0,Enrolled
4,13.75,9238,9,120.0,11.25,110.0,Graduate
5,11.6,9085,2,140.0,12.6,146.4,Graduate
6,11.83333333,8014,9,140.0,12.66666667,121.0,Graduate
19,12.10526316,9853,6,140.0,12.33333333,125.2,Graduate
5,11.0,9773,5,115.0,12.0,119.6,Dropout
5,16.6,9147,9,140.0,16.4,142.8,Graduate
0,0.0,8014,90,133.1,0.0,123.5,Dropout
4,14.75,9003,9,133.1,12.75,100.0,Graduate
5,13.0,9147,10,110.0,14.5,140.0,Enrolled
5,14.4,9991,9,133.1,14.8,150.3,Graduate
17,11.5,171,2,116.0,10.36842105,128.2,Graduate
0,0.0,9500,6,110.0,0.0,114.3,Dropout
9,11.33333333,9991,6,140.0,10.66666667,117.3,Enrolled
13,12.38461538,9254,9,120.0,12.69230769,120.0,Graduate
0,0.0,9991,90,133.1,0.0,110.7,Dropout
12,11.66666667,9147,10,160.0,11.8,118.0,Enrolled
0,0.0,9556,4,133.1,0.0,169.2,Dropout
4,11.5,8014,7,120.0,12.33333333,106.8,Enrolled
8,11.875,9853,7,133.1,13.0,100.0,Dropout
3,11.66666667,8014,7,133.1,12.5,144.5,Dropout
4,11.25,8014,7,133.1,12.2,134.5,Graduate
5,11.2,9238,5,122.0,11.0,114.3,Enrolled
2,12.0,9991,9,133.1,10.0,113.4,Dropout
6,11.5,8014,9,140.0,12.33333333,128.0,Graduate
12,15.23076923,9003,6,120.0,14.30769231,120.0,Graduate
8,13.5,8014,7,130.0,14.45454545,147.5,Graduate
5,13.2,9991,9,120.0,11.0,120.7,Graduate
6,12.83333333,9853,9,153.0,13.14285714,153.7,Graduate
6,11.85714286,9238,7,131.0,13.75,121.9,Graduate
5,13.8,9670,6,126.0,14.0,119.4,Graduate
6,12.5,8014,0,110.0,13.75,157.8,Graduate
0,0.0,9991,9,150.0,0.0,154.0,Dropout
6,12.42857143,9670,7,131.0,13.16666667,135.9,Graduate
6,12.0,8014,0,130.0,12.44444444,130.0,Dropout
5,13.0,9853,9,122.0,12.66666667,118.9,Graduate
6,10.5,8014,9,151.0,11.33333333,152.4,Graduate
5,12.0,9991,6,120.0,11.25,147.8,Enrolled
8,14.575,9500,2,136.0,13.6125,100.0,Graduate
7,12.41428571,9500,8,140.0,12.41428571,129.0,Graduate
0,0.0,171,3,131.0,0.0,148.9,Graduate
12,11.4375,9991,8,120.0,11.5,120.0,Enrolled
0,0.0,8014,4,170.0,0.0,170.0,Dropout
8,13.125,9556,9,100.0,11.0,130.0,Graduate
6,13.5,9238,3,116.0,14.0,119.2,Graduate
3,12.0,8014,7,133.1,12.0,129.0,Dropout
6,12.5,9773,3,136.0,12.5,132.5,Graduate
6,11.33333333,8014,5,160.0,11.33333333,115.0,Graduate
6,14.06666667,9500,9,140.0,14.06666667,128.0,Graduate
7,13.57142857,9085,90,130.0,13.55555556,125.1,Graduate
4,12.25,9003,9,140.0,11.6,140.0,Dropout
0,0.0,9773,3,123.0,0.0,120.9,Dropout
8,13.27625,9500,4,143.0,13.27625,135.3,Graduate
0,0.0,9085,99,133.1,0.0,125.2,Dropout
6,14.75,9238,8,136.0,14.375,135.7,Graduate
0,0.0,9147,9,133.1,0.0,110.0,Dropout
5,11.8,8014,9,133.1,10.66666667,119.0,Enrolled
10,14.5,8014,9,110.0,13.41666667,110.0,Graduate
7,12.32142857,9500,7,118.0,12.97166667,115.2,Graduate
12,11.83333333,9991,9,110.0,10.92857143,112.9,Dropout
0,0.0,9003,9,133.1,0.0,119.4,Dropout
0,0.0,171,7,162.0,0.0,152.9,Graduate
0,0.0,8014,5,155.0,13.25,117.5,Enrolled
5,12.4,9238,4,133.1,11.33333333,98.5,Dropout
0,0.0,9670,0,150.0,11.0,108.0,Dropout
7,12.75714286,9500,6,133.1,12.75714286,120.0,Graduate
6,14.66666667,9773,7,154.0,14.5,150.2,Graduate
6,14.57142857,8014,6,140.0,13.83333333,139.2,Graduate
5,10.4,9147,7,158.0,11.25,130.0,Graduate
0,0.0,171,3,122.0,0.0,115.7,Dropout
1,13.67,9500,4,136.0,13.67,127.0,Enrolled
2,12.5,9991,90,133.1,0.0,118.1,Dropout
0,0.0,9130,4,132.0,13.0,119.1,Dropout
0,0.0,9991,6,130.0,0.0,111.9,Dropout
7,11.97142857,9500,9,144.0,11.97142857,130.5,Graduate
0,0.0,8014,0,133.1,0.0,135.0,Dropout
4,12.25,9773,90,133.1,16.0,130.0,Dropout
0,0.0,9085,6,150.0,0.0,150.0,Dropout
0,0.0,9853,0,150.0,12.75,150.2,Dropout
4,10.75,9991,3,110.0,11.0,127.1,Enrolled
0,0.0,8014,5,100.0,0.0,107.5,Dropout
6,12.33333333,8014,9,100.0,12.2,130.0,Graduate
8,12.3,9556,2,133.1,12.42857143,152.8,Enrolled
11,13.58333333,171,4,145.0,14.5,160.1,Graduate
11,13.83333333,9003,1,130.0,13.0,140.0,Graduate
8,12.75,9500,3,118.0,11.71428571,110.7,Graduate
3,13.0,9853,5,133.1,10.25,138.3,Dropout
0,0.0,9853,7,150.0,0.0,150.0,Dropout
6,13.14285714,9670,10,113.0,12.375,112.3,Graduate
6,12.0,9853,5,136.0,12.66666667,122.0,Graduate
1,12.0,9085,2,140.0,10.5,141.7,Dropout
5,12.6,9003,5,131.0,14.125,118.4,Graduate
6,13.83333333,9085,8,138.0,14.66666667,128.7,Graduate
3,12.33333333,9670,9,100.0,11.4,100.0,Enrolled
0,0.0,171,9,140.0,0.0,100.8,Dropout
5,14.8,9238,9,120.0,14.0,125.5,Graduate
0,0.0,171,9,139.0,0.0,124.0,Graduate
0,0.0,9500,5,130.0,0.0,130.0,Dropout
8,11.0,8014,9,110.0,12.63636364,160.5,Graduate
2,11.0,9853,7,133.1,12.33333333,100.0,Dropout
6,12.83333333,9254,2,133.1,15.0,103.0,Graduate
6,12.66666667,9670,1,133.1,11.75,103.0,Graduate
7,14.13714286,9500,9,139.0,14.13714286,131.5,Graduate
1,11.0,9070,4,134.0,12.0,121.4,Dropout
4,11.5,9991,9,160.0,10.8,137.3,Graduate
6,12.5,9070,9,124.0,13.28571429,138.4,Dropout
5,12.6,9147,3,137.0,13.6,131.1,Graduate
8,14.1875,9500,3,157.0,13.55,100.0,Graduate
0,0.0,9500,1,138.0,0.0,133.0,Enrolled
6,11.16666667,8014,90,100.0,13.5,100.0,Graduate
5,14.2,9670,2,130.0,11.6,159.0,Graduate
4,12.6,9238,5,133.1,12.5,120.6,Graduate
2,12.66666667,9991,5,120.0,11.0,134.0,Dropout
4,13.0,9085,4,150.0,12.0,139.4,Enrolled
3,12.33333333,9147,9,128.0,11.6,116.5,Graduate
0,0.0,171,103,124.0,0.0,113.9,Dropout
10,14.6,9991,1,130.0,14.63636364,130.0,Graduate
6,12.16666667,9254,9,132.0,13.0,129.9,Graduate
16,13.875,9853,2,133.1,12.78571429,133.7,Dropout
5,12.0,9070,7,129.0,14.5,124.8,Graduate
4,12.75,9085,1,135.0,14.6,133.6,Dropout
6,12.16666667,9773,7,138.0,12.5,133.5,Graduate
6,13.125,9070,9,135.0,14.0,128.0,Graduate
8,14.575,9500,5,131.0,13.80142857,127.2,Graduate
6,13.66666667,9853,5,150.0,14.42857143,150.0,Graduate
6,14.35,9500,9,133.0,14.35,127.8,Graduate
6,13.5,9070,9,135.0,14.33333333,125.2,Graduate
4,11.5,9853,4,118.0,12.25,110.0,Enrolled
6,11.83333333,8014,0,100.0,13.33333333,100.0,Graduate
11,13.25,171,3,158.0,13.0,151.4,Graduate
5,11.2,9254,7,137.0,11.75,125.1,Enrolled
4,13.0,9130,9,172.0,14.5,163.3,Graduate
7,11.82,9500,3,123.0,11.82,118.0,Graduate
0,0.0,9773,2,144.0,0.0,140.2,Dropout
6,12.66666667,8014,6,140.0,12.4,128.5,Graduate
6,11.85714286,9773,8,136.0,12.57142857,131.5,Graduate
8,14.9,9500,5,137.0,13.85714286,132.6,Graduate
5,13.8,9238,5,128.0,11.83333333,122.1,Graduate
4,11.5,9147,2,120.0,11.0,112.0,Enrolled
6,13.66666667,9130,8,130.0,14.66666667,133.0,Graduate
0,0.0,8014,90,138.0,0.0,127.0,Dropout
7,12.71428571,9500,5,148.0,12.71428571,130.0,Enrolled
7,12.18888889,9500,10,139.0,13.42222222,136.4,Graduate
5,12.2,9773,3,136.0,14.0,129.0,Dropout
8,13.375,9556,4,126.0,12.14285714,119.0,Dropout
5,13.0,9147,9,135.0,12.8,128.0,Graduate
8,14.95555556,9500,7,122.0,14.57285714,117.1,Graduate
4,11.0,9147,5,137.0,11.25,136.3,Graduate
4,11.75,9147,5,127.0,10.0,124.6,Enrolled
4,14.6,9130,9,137.0,14.4,130.7,Dropout
8,14.4625,9500,6,125.0,12.98285714,115.2,Graduate
6,13.0,9085,3,141.0,15.75,130.2,Graduate
3,14.0,9085,6,132.0,12.28571429,128.5,Dropout
7,13.57142857,9500,9,133.1,13.755,95.0,Graduate
6,13.5,9670,3,132.0,13.83333333,119.4,Graduate
0,0.0,9500,7,142.0,0.0,123.5,Dropout
8,14.62777778,9500,6,136.0,14.71111111,133.9,Graduate
9,13.7,9085,8,150.0,14.61538462,145.2,Graduate
8,14.53333333,9500,5,130.0,13.67714286,118.8,Graduate
5,12.8,9085,9,136.0,13.16666667,123.4,Graduate
5,11.33333333,9238,2,138.0,10.8,123.0,Graduate
5,12.83333333,9130,3,131.0,12.0,118.4,Graduate
8,14.71875,9500,3,147.0,13.95833333,131.6,Graduate
4,12.25,9853,10,140.0,13.0,122.3,Dropout
0,0.0,171,9,152.0,0.0,151.7,Graduate
0,0.0,171,7,169.0,0.0,176.0,Graduate
7,14.0,9500,9,149.0,14.0,133.0,Graduate
6,12.57142857,9773,3,137.0,12.57142857,139.8,Enrolled
3,11.33333333,9773,3,122.0,12.0,119.6,Dropout
7,14.0,8014,6,130.0,13.625,134.0,Graduate
4,10.0,9147,9,145.0,12.5,132.0,Graduate
11,11.90909091,9853,9,130.0,12.42857143,130.0,Dropout
8,15.9,9500,2,157.0,13.3875,141.4,Graduate
8,12.20555556,9500,5,135.0,12.64833333,128.9,Graduate
6,13.33333333,9238,9,123.0,14.0,118.1,Graduate
5,11.85714286,9085,2,139.0,12.8,130.6,Graduate
6,10.83333333,9254,4,136.0,11.33333333,122.0,Graduate
0,0.0,9500,2,135.0,0.0,123.0,Dropout
6,13.0,9670,10,126.0,14.16666667,126.7,Graduate
6,13.83333333,9773,9,122.0,12.83333333,126.6,Graduate
6,11.83333333,9853,9,125.0,12.0,125.4,Dropout
6,13.14285714,9773,9,134.0,13.0,136.1,Dropout
7,12.75714286,9500,4,130.0,13.39,128.8,Enrolled
5,13.6,9670,7,110.0,12.33333333,111.1,Graduate
6,11.625,9070,3,131.0,12.57142857,135.9,Graduate
6,12.83333333,9254,7,122.0,12.33333333,119.6,Graduate
4,10.75,9853,9,123.0,13.0,116.7,Graduate
4,10.25,9085,7,146.0,12.33333333,126.0,Enrolled
5,14.2,9773,90,137.0,13.16666667,134.2,Dropout
5,13.6,9147,3,130.0,13.33333333,123.0,Graduate
5,13.14285714,9085,7,127.0,13.0,123.9,Graduate
3,11.7,9556,6,160.0,10.9,120.0,Dropout
3,10.85714286,9147,5,139.0,11.5,112.3,Enrolled
6,16.0,9085,9,138.0,15.85714286,123.0,Graduate
3,13.0,9085,90,137.0,12.6,122.3,Dropout
6,14.57142857,9238,6,127.0,14.0,122.8,Graduate
2,13.0,9130,6,160.0,14.66666667,160.0,Dropout
6,14.0,9773,6,132.0,13.66666667,120.1,Graduate
0,0.0,8014,0,126.0,0.0,142.4,Dropout
7,12.62857143,9500,7,133.0,12.62857143,127.3,Graduate
7,14.23285714,9500,9,140.0,14.23285714,125.5,Graduate
6,14.0,9773,6,130.0,15.0,137.4,Enrolled
0,0.0,9254,9,129.0,10.0,122.0,Dropout
4,11.0,9670,4,110.0,12.25,107.5,Dropout
6,13.0,9773,163,133.1,13.5,104.0,Graduate
6,11.5,9238,7,132.0,12.2,133.1,Graduate
0,0.0,9254,7,115.0,0.0,113.3,Dropout
8,12.75,9070,10,130.0,12.0,130.0,Graduate
5,11.9,9500,2,140.0,12.32,124.3,Enrolled
5,12.5,9556,8,140.0,12.35,105.0,Graduate
0,0.0,9085,9,133.1,0.0,144.0,Dropout
4,10.57142857,9670,5,121.0,11.33333333,111.9,Enrolled
0,0.0,8014,4,133.1,0.0,107.5,Dropout
5,12.0,9238,5,130.0,11.6,127.4,Dropout
3,13.66666667,9119,4,130.0,12.0,149.0,Enrolled
9,12.22222222,9147,9,120.0,11.75,120.0,Dropout
5,11.6,9670,112,132.0,12.8,143.6,Enrolled
3,13.66666667,9670,4,100.0,11.33333333,120.0,Dropout
0,0.0,9119,2,130.0,0.0,128.0,Enrolled
4,12.25,9670,9,129.0,10.8,118.2,Graduate
2,13.5,9085,8,160.0,12.5,160.0,Dropout
5,14.16666667,9991,5,120.0,15.2,152.4,Graduate
8,12.575,9500,5,122.0,13.31428571,116.6,Graduate
11,12.08333333,9070,5,143.0,13.09090909,141.6,Graduate
0,0.0,9130,9,110.0,0.0,105.5,Dropout
6,11.5,9070,3,124.0,12.2,116.3,Graduate
4,12.0,9147,9,110.0,12.83333333,110.0,Enrolled
14,12.42857143,9991,9,130.0,11.2,119.5,Graduate
4,12.0,9147,4,139.0,12.33333333,125.0,Graduate
7,15.94285714,9500,9,140.0,15.94285714,160.0,Graduate
0,0.0,9991,7,150.0,0.0,150.0,Dropout
6,10.71428571,9238,9,123.0,10.25,115.0,Graduate
5,12.83333333,9853,7,128.0,13.2,128.4,Enrolled
6,12.5,8014,10,100.0,14.16666667,112.8,Graduate
20,14.575,9500,3,148.0,14.575,131.0,Graduate
0,0.0,9254,7,130.0,10.0,121.6,Dropout
6,11.42857143,9238,9,118.0,12.28571429,110.0,Graduate
6,12.33333333,8014,9,120.0,14.0,148.5,Graduate
0,0.0,9773,9,119.0,11.25,118.3,Dropout
6,11.66666667,9238,9,138.0,11.6,135.9,Enrolled
0,0.0,8014,7,127.0,12.0,115.8,Dropout
8,13.32625,9500,10,134.0,13.47,121.2,Graduate
5,12.8,9147,5,133.0,12.4,136.2,Graduate
4,11.5,9670,9,133.1,11.75,100.2,Dropout
0,0.0,171,9,180.0,0.0,152.7,Dropout
6,12.42857143,9238,7,129.0,12.0,123.1,Graduate
5,15.4,9085,4,120.0,15.33333333,130.0,Dropout
8,12.32,9500,5,141.0,12.32,125.0,Graduate
8,14.75625,9500,10,118.0,13.79857143,113.1,Graduate
6,12.5,9773,5,127.0,13.16666667,121.1,Enrolled
5,15.4,9147,9,177.0,16.33333333,162.3,Graduate
0,0.0,171,4,132.0,0.0,132.0,Dropout
8,15.36666667,9500,4,133.0,14.75714286,130.7,Graduate
6,12.33333333,9254,4,124.0,11.66666667,122.3,Dropout
5,12.375,9670,9,143.0,12.6,144.1,Enrolled
6,11.5,9773,7,128.0,11.66666667,118.2,Graduate
6,13.33333333,9238,8,138.0,15.0,133.5,Graduate
0,0.0,9500,9,144.0,0.0,126.8,Dropout
6,13.33333333,9773,7,122.0,13.57142857,121.0,Graduate
4,11.5,9254,10,111.0,10.8,117.7,Graduate
3,13.33333333,9085,1,133.1,11.33333333,115.0,Enrolled
6,12.83333333,9991,3,120.0,11.4,129.2,Dropout
8,11.55,9556,9,135.0,10.64285714,125.8,Graduate
4,11.75,9670,7,125.0,10.5,118.4,Enrolled
6,14.65,9500,9,147.0,14.65,142.0,Graduate
8,14.86363636,9500,7,137.0,13.71428571,126.7,Graduate
13,12.07142857,9238,0,117.0,12.26666667,109.3,Graduate
3,11.66666667,9238,8,126.0,10.375,116.9,Enrolled
5,15.4,9147,5,128.0,11.0,121.7,Graduate
5,13.0,9147,9,115.0,13.8,117.1,Graduate
6,12.83333333,9773,9,121.0,12.66666667,114.4,Graduate
5,12.0,9238,4,134.0,11.75,133.0,Graduate
7,12.78571429,9500,8,126.0,12.78571429,118.8,Graduate
6,13.33333333,9130,4,151.0,14.44444444,151.0,Graduate
8,13.8375,9500,4,122.0,13.25,119.6,Enrolled
5,13.2,9500,10,141.0,12.50625,135.4,Enrolled
0,0.0,171,3,138.0,0.0,149.9,Graduate
4,11.75,9085,7,133.0,12.75,120.1,Graduate
6,16.5,9085,7,150.0,16.85714286,173.3,Graduate
6,15.0,9773,3,136.0,13.16666667,126.2,Graduate
4,11.5,9853,7,129.0,12.2,126.9,Enrolled
6,14.28571429,9085,10,128.0,16.5,157.4,Graduate
5,11.6,9147,5,131.0,11.75,120.2,Graduate
0,0.0,9147,9,130.0,11.0,124.8,Dropout
7,15.11428571,9500,9,150.0,15.11428571,130.3,Graduate
6,14.28571429,9238,8,165.0,15.5,152.4,Graduate
